full_name,url,stars,forks,open_issues,contributors,commits,releases,has_ci,readme_length,n_topics,has_license,language,age_days,days_since_push,commits_per_contributor,has_readme,age_years,activity,text
UiPath/uipath-langchain-python,https://github.com/UiPath/uipath-langchain-python,70,34,81,54,900,3,1,4181,4,1,Python,417,0,16.7,1,1.1,active,"Repository in Python with low popularity (70 stars, 34 forks). Maintained by a large community of 54 contributors, 900 total commits (16.7 per contributor). 3 releases, 81 open issues. It has CI/CD workflows, has a README of 4181 characters, 4 topics, and is licensed. The project is 1.1 years old and currently active (last push 0 days ago)."
nyeinkokoaung404/V2ray-Configs,https://github.com/nyeinkokoaung404/V2ray-Configs,178,10,1,3,38817,0,1,7725,0,1,Python,597,0,12939.0,1,1.6,active,"Repository in Python with moderate popularity (178 stars, 10 forks). Maintained by a small team of 3 contributors, 38817 total commits (12939.0 per contributor). 0 releases, 1 open issues. It has CI/CD workflows, has a README of 7725 characters, no topics, and is licensed. The project is 1.6 years old and currently active (last push 0 days ago)."
brycewang-stanford/StatsPAI,https://github.com/brycewang-stanford/StatsPAI,211,37,0,3,641,24,1,107409,0,1,Python,307,0,213.7,1,0.8,active,"Repository in Python with moderate popularity (211 stars, 37 forks). Maintained by a small team of 3 contributors, 641 total commits (213.7 per contributor). 24 releases, 0 open issues. It has CI/CD workflows, has a README of 107409 characters, no topics, and is licensed. The project is 0.8 years old and currently active (last push 0 days ago)."
lucivpav/cwg,https://github.com/lucivpav/cwg,92,36,32,3,99,0,0,1654,5,1,Python,3184,0,33.0,1,8.7,active,"Repository in Python with low popularity (92 stars, 36 forks). Maintained by a small team of 3 contributors, 99 total commits (33.0 per contributor). 0 releases, 32 open issues. It lacks CI/CD workflows, has a README of 1654 characters, 5 topics, and is licensed. The project is 8.7 years old and currently active (last push 0 days ago)."
agentforce314/clawcodex,https://github.com/agentforce314/clawcodex,259,24,9,3,336,0,0,26308,14,1,Python,39,0,112.0,1,0.1,active,"Repository in Python with moderate popularity (259 stars, 24 forks). Maintained by a small team of 3 contributors, 336 total commits (112.0 per contributor). 0 releases, 9 open issues. It lacks CI/CD workflows, has a README of 26308 characters, 14 topics, and is licensed. The project is 0.1 years old and currently active (last push 0 days ago)."
allaboutduncan/clu-comics,https://github.com/allaboutduncan/clu-comics,230,9,11,8,744,50,1,5947,6,1,Python,514,0,93.0,1,1.4,active,"Repository in Python with moderate popularity (230 stars, 9 forks). Maintained by a team of 8 contributors, 744 total commits (93.0 per contributor). 50 releases, 11 open issues. It has CI/CD workflows, has a README of 5947 characters, 6 topics, and is licensed. The project is 1.4 years old and currently active (last push 0 days ago)."
HELPMEEADICE/BANDORI-PET-REV,https://github.com/HELPMEEADICE/BANDORI-PET-REV,229,18,0,5,443,29,0,9573,0,1,Python,24,0,88.6,1,0.1,active,"Repository in Python with moderate popularity (229 stars, 18 forks). Maintained by a small team of 5 contributors, 443 total commits (88.6 per contributor). 29 releases, 0 open issues. It lacks CI/CD workflows, has a README of 9573 characters, no topics, and is licensed. The project is 0.1 years old and currently active (last push 0 days ago)."
cyzus/suzent,https://github.com/cyzus/suzent,62,7,3,4,884,16,1,8081,0,1,Python,306,0,221.0,1,0.8,active,"Repository in Python with low popularity (62 stars, 7 forks). Maintained by a small team of 4 contributors, 884 total commits (221.0 per contributor). 16 releases, 3 open issues. It has CI/CD workflows, has a README of 8081 characters, no topics, and is licensed. The project is 0.8 years old and currently active (last push 0 days ago)."
chickendrop89/OneShot-Extended,https://github.com/chickendrop89/OneShot-Extended,88,36,0,4,144,0,0,4677,13,1,Python,659,0,36.0,1,1.8,active,"Repository in Python with low popularity (88 stars, 36 forks). Maintained by a small team of 4 contributors, 144 total commits (36.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 4677 characters, 13 topics, and is licensed. The project is 1.8 years old and currently active (last push 0 days ago)."
justoneapi/justoneapi-python,https://github.com/justoneapi/justoneapi-python,164,11,0,2,18047,30,1,52940,20,1,Python,322,0,9023.5,1,0.9,active,"Repository in Python with moderate popularity (164 stars, 11 forks). Maintained by a small team of 2 contributors, 18047 total commits (9023.5 per contributor). 30 releases, 0 open issues. It has CI/CD workflows, has a README of 52940 characters, 20 topics, and is licensed. The project is 0.9 years old and currently active (last push 0 days ago)."
foXaCe/ajax-security-hass,https://github.com/foXaCe/ajax-security-hass,93,13,4,8,771,131,1,19048,5,1,Python,156,0,96.4,1,0.4,active,"Repository in Python with low popularity (93 stars, 13 forks). Maintained by a team of 8 contributors, 771 total commits (96.4 per contributor). 131 releases, 4 open issues. It has CI/CD workflows, has a README of 19048 characters, 5 topics, and is licensed. The project is 0.4 years old and currently active (last push 0 days ago)."
marrcandre/django-drf-tutorial,https://github.com/marrcandre/django-drf-tutorial,112,23,0,10,568,0,1,191747,0,0,Python,1437,0,56.8,1,3.9,active,"Repository in Python with moderate popularity (112 stars, 23 forks). Maintained by a team of 10 contributors, 568 total commits (56.8 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 191747 characters, no topics, and is no license. The project is 3.9 years old and currently active (last push 0 days ago)."
benseverndev-oss/goldenmatch,https://github.com/benseverndev-oss/goldenmatch,53,9,8,4,1212,81,1,24075,20,1,Python,73,0,303.0,1,0.2,active,"Repository in Python with low popularity (53 stars, 9 forks). Maintained by a small team of 4 contributors, 1212 total commits (303.0 per contributor). 81 releases, 8 open issues. It has CI/CD workflows, has a README of 24075 characters, 20 topics, and is licensed. The project is 0.2 years old and currently active (last push 0 days ago)."
MicrosoftDocs/azure-docs-sdk-python,https://github.com/MicrosoftDocs/azure-docs-sdk-python,165,259,77,160,9777,0,0,599,1,1,Python,3292,0,61.1,1,9.0,active,"Repository in Python with moderate popularity (165 stars, 259 forks). Maintained by a large community of 160 contributors, 9777 total commits (61.1 per contributor). 0 releases, 77 open issues. It lacks CI/CD workflows, has a README of 599 characters, 1 topics, and is licensed. The project is 9.0 years old and currently active (last push 0 days ago)."
datasets/finance-vix,https://github.com/datasets/finance-vix,96,37,0,7,685,0,1,2830,0,0,Python,4360,0,97.9,1,11.9,active,"Repository in Python with low popularity (96 stars, 37 forks). Maintained by a team of 7 contributors, 685 total commits (97.9 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 2830 characters, no topics, and is no license. The project is 11.9 years old and currently active (last push 0 days ago)."
BuddyChewChew/buddylive,https://github.com/BuddyChewChew/buddylive,77,16,0,3,4991,0,1,4411,0,0,Python,322,0,1663.7,1,0.9,active,"Repository in Python with low popularity (77 stars, 16 forks). Maintained by a small team of 3 contributors, 4991 total commits (1663.7 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 4411 characters, no topics, and is no license. The project is 0.9 years old and currently active (last push 0 days ago)."
FrancoisRost1/mini-bloomberg-terminal,https://github.com/FrancoisRost1/mini-bloomberg-terminal,121,1,0,1,781,0,1,9735,7,0,Python,49,0,781.0,1,0.1,active,"Repository in Python with moderate popularity (121 stars, 1 forks). Maintained by a single contributor, 781 total commits (781.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 9735 characters, 7 topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago)."
Klotzkette/claude-fuer-deutsches-recht,https://github.com/Klotzkette/claude-fuer-deutsches-recht,299,22,0,2,420,163,1,75215,9,1,Python,11,0,210.0,1,0.0,active,"Repository in Python with moderate popularity (299 stars, 22 forks). Maintained by a small team of 2 contributors, 420 total commits (210.0 per contributor). 163 releases, 0 open issues. It has CI/CD workflows, has a README of 75215 characters, 9 topics, and is licensed. The project is 0.0 years old and currently active (last push 0 days ago)."
amirfish1/claude-command-center,https://github.com/amirfish1/claude-command-center,57,2,2,2,653,13,1,18544,10,1,Python,46,0,326.5,1,0.1,active,"Repository in Python with low popularity (57 stars, 2 forks). Maintained by a small team of 2 contributors, 653 total commits (326.5 per contributor). 13 releases, 2 open issues. It has CI/CD workflows, has a README of 18544 characters, 10 topics, and is licensed. The project is 0.1 years old and currently active (last push 0 days ago)."
wonderNefelibata/Awesome-LRM-Safety,https://github.com/wonderNefelibata/Awesome-LRM-Safety,82,6,1,4,443,0,1,38496,0,0,Python,465,0,110.8,1,1.3,active,"Repository in Python with low popularity (82 stars, 6 forks). Maintained by a small team of 4 contributors, 443 total commits (110.8 per contributor). 0 releases, 1 open issues. It has CI/CD workflows, has a README of 38496 characters, no topics, and is no license. The project is 1.3 years old and currently active (last push 0 days ago)."
flipperdevices/flipperone-docs,https://github.com/flipperdevices/flipperone-docs,60,19,4,9,743,0,1,3645,0,0,Python,276,0,82.6,1,0.8,active,"Repository in Python with low popularity (60 stars, 19 forks). Maintained by a team of 9 contributors, 743 total commits (82.6 per contributor). 0 releases, 4 open issues. It has CI/CD workflows, has a README of 3645 characters, no topics, and is no license. The project is 0.8 years old and currently active (last push 0 days ago)."
marimo-team/marimo-jupyter-extension,https://github.com/marimo-team/marimo-jupyter-extension,76,7,14,8,78,4,1,6496,8,1,Python,163,0,9.8,1,0.4,active,"Repository in Python with low popularity (76 stars, 7 forks). Maintained by a team of 8 contributors, 78 total commits (9.8 per contributor). 4 releases, 14 open issues. It has CI/CD workflows, has a README of 6496 characters, 8 topics, and is licensed. The project is 0.4 years old and currently active (last push 0 days ago)."
pyiron/executorlib,https://github.com/pyiron/executorlib,73,6,47,9,1920,46,1,12112,7,1,Python,1409,0,213.3,1,3.9,active,"Repository in Python with low popularity (73 stars, 6 forks). Maintained by a team of 9 contributors, 1920 total commits (213.3 per contributor). 46 releases, 47 open issues. It has CI/CD workflows, has a README of 12112 characters, 7 topics, and is licensed. The project is 3.9 years old and currently active (last push 0 days ago)."
open-atmos/PySDM,https://github.com/open-atmos/PySDM,87,54,241,31,4038,193,1,14636,16,1,Python,2498,0,130.3,1,6.8,active,"Repository in Python with low popularity (87 stars, 54 forks). Maintained by a team of 31 contributors, 4038 total commits (130.3 per contributor). 193 releases, 241 open issues. It has CI/CD workflows, has a README of 14636 characters, 16 topics, and is licensed. The project is 6.8 years old and currently active (last push 0 days ago)."
opencloudtouch/opencloudtouch,https://github.com/opencloudtouch/opencloudtouch,57,8,32,7,506,20,1,7701,20,1,Python,122,0,72.3,1,0.3,active,"Repository in Python with low popularity (57 stars, 8 forks). Maintained by a team of 7 contributors, 506 total commits (72.3 per contributor). 20 releases, 32 open issues. It has CI/CD workflows, has a README of 7701 characters, 20 topics, and is licensed. The project is 0.3 years old and currently active (last push 0 days ago)."
ShatakVPN/ConfigForge-V2Ray,https://github.com/ShatakVPN/ConfigForge-V2Ray,219,68,1,2,5541,2,1,7155,9,1,Python,292,0,2770.5,1,0.8,active,"Repository in Python with moderate popularity (219 stars, 68 forks). Maintained by a small team of 2 contributors, 5541 total commits (2770.5 per contributor). 2 releases, 1 open issues. It has CI/CD workflows, has a README of 7155 characters, 9 topics, and is licensed. The project is 0.8 years old and currently active (last push 0 days ago)."
JoaoOMago/JoaoOMago,https://github.com/JoaoOMago/JoaoOMago,0,0,0,1,57426,0,1,1040,2,0,Python,795,0,57426.0,1,2.2,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 57426 total commits (57426.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 1040 characters, 2 topics, and is no license. The project is 2.2 years old and currently active (last push 0 days ago)."
mrsalty/slowave,https://github.com/mrsalty/slowave,0,0,1,2,76,9,1,13681,0,1,Python,3,0,38.0,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 76 total commits (38.0 per contributor). 9 releases, 1 open issues. It has CI/CD workflows, has a README of 13681 characters, no topics, and is licensed. The project is 0.0 years old and currently active (last push 0 days ago)."
Anmol-Shukla-20/AI-Agent-Travel-Planner,https://github.com/Anmol-Shukla-20/AI-Agent-Travel-Planner,0,0,0,1,12,0,0,0,0,0,Python,3,0,12.0,0,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 12 total commits (12.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has no README, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
AndersNBE/kereby-scraper,https://github.com/AndersNBE/kereby-scraper,0,0,0,3,385430,0,1,0,0,0,Python,149,0,128476.7,0,0.4,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 3 contributors, 385430 total commits (128476.7 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has no README, no topics, and is no license. The project is 0.4 years old and currently active (last push 0 days ago)."
evolutis-ai/evolutis,https://github.com/evolutis-ai/evolutis,1,0,0,2,28274,0,0,3152,0,0,Python,120,0,14137.0,1,0.3,active,"Repository in Python with almost no popularity (1 stars, 0 forks). Maintained by a small team of 2 contributors, 28274 total commits (14137.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3152 characters, no topics, and is no license. The project is 0.3 years old and currently active (last push 0 days ago)."
jtorreslopz/Animal_Classification,https://github.com/jtorreslopz/Animal_Classification,0,0,0,1,15,0,0,4923,0,0,Python,2,0,15.0,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 15 total commits (15.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 4923 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
ShubhekshyaGautam/seventh-project,https://github.com/ShubhekshyaGautam/seventh-project,0,0,0,3,72,0,0,51,0,0,Python,110,0,24.0,1,0.3,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 3 contributors, 72 total commits (24.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 51 characters, no topics, and is no license. The project is 0.3 years old and currently active (last push 0 days ago)."
Charlestangwei/douyin-recorder,https://github.com/Charlestangwei/douyin-recorder,0,0,0,2,8392,233,1,66,0,0,Python,1,0,4196.0,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 8392 total commits (4196.0 per contributor). 233 releases, 0 open issues. It has CI/CD workflows, has a README of 66 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
poom/hermes-tools,https://github.com/poom/hermes-tools,0,0,0,1,3,0,0,2671,0,0,Python,0,0,3.0,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 3 total commits (3.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 2671 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
cyber001s/IPTV-Scraper,https://github.com/cyber001s/IPTV-Scraper,0,1,0,2,2104,0,1,0,0,1,Python,263,0,1052.0,0,0.7,active,"Repository in Python with almost no popularity (0 stars, 1 forks). Maintained by a small team of 2 contributors, 2104 total commits (1052.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has no README, no topics, and is licensed. The project is 0.7 years old and currently active (last push 0 days ago)."
statsheetgeeks/mlb-hr-predictor,https://github.com/statsheetgeeks/mlb-hr-predictor,0,0,0,2,70,0,1,3858,0,0,Python,48,0,35.0,1,0.1,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 70 total commits (35.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 3858 characters, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago)."
Moiz-a11/Deep_Learning,https://github.com/Moiz-a11/Deep_Learning,0,0,0,1,3,0,0,0,0,0,Python,80,0,3.0,0,0.2,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 3 total commits (3.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has no README, no topics, and is no license. The project is 0.2 years old and currently active (last push 0 days ago)."
AEM001/Edge-Cloud-Speculative-Decoding,https://github.com/AEM001/Edge-Cloud-Speculative-Decoding,0,0,0,1,101,0,0,1954,0,0,Python,46,0,101.0,1,0.1,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 101 total commits (101.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 1954 characters, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago)."
pedromf3/BD_project,https://github.com/pedromf3/BD_project,0,0,0,2,61,0,0,356,0,0,Python,36,0,30.5,1,0.1,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 61 total commits (30.5 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 356 characters, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago)."
prayan2702/Streamlit_Momn_v13_Cached_DB,https://github.com/prayan2702/Streamlit_Momn_v13_Cached_DB,0,0,0,2,501,0,1,7,0,0,Python,61,0,250.5,1,0.2,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 501 total commits (250.5 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 7 characters, no topics, and is no license. The project is 0.2 years old and currently active (last push 0 days ago)."
c9a2b8d4e4f1a9b6ce5d8a1f3c7b2/CBB,https://github.com/c9a2b8d4e4f1a9b6ce5d8a1f3c7b2/CBB,0,1,1,2,2321,0,1,42,0,0,Python,0,0,1160.5,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 1 forks). Maintained by a small team of 2 contributors, 2321 total commits (1160.5 per contributor). 0 releases, 1 open issues. It has CI/CD workflows, has a README of 42 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
Tachia/cdpr_simulator,https://github.com/Tachia/cdpr_simulator,0,0,1,1,18,0,1,8977,0,1,Python,2,0,18.0,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 18 total commits (18.0 per contributor). 0 releases, 1 open issues. It has CI/CD workflows, has a README of 8977 characters, no topics, and is licensed. The project is 0.0 years old and currently active (last push 0 days ago)."
Jayasanka-madhawa/IndoorNet-system,https://github.com/Jayasanka-madhawa/IndoorNet-system,0,0,0,1,10,0,0,700,0,0,Python,1,0,10.0,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 10 total commits (10.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 700 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
InverseBaryon/cli-tools,https://github.com/InverseBaryon/cli-tools,0,0,0,1,26,0,0,104,0,0,Python,0,0,26.0,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 26 total commits (26.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 104 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
noadamanjodi/noa-news,https://github.com/noadamanjodi/noa-news,0,0,0,2,2912,0,1,48,0,0,Python,171,0,1456.0,1,0.5,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 2912 total commits (1456.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 48 characters, no topics, and is no license. The project is 0.5 years old and currently active (last push 0 days ago)."
Rick110102/pm10_nowcasting_antm,https://github.com/Rick110102/pm10_nowcasting_antm,0,0,0,2,20961,0,1,22,0,0,Python,74,0,10480.5,1,0.2,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 20961 total commits (10480.5 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 22 characters, no topics, and is no license. The project is 0.2 years old and currently active (last push 0 days ago)."
nathancusick-arch/dunelm,https://github.com/nathancusick-arch/dunelm,0,0,0,1,35,0,1,0,0,0,Python,186,0,35.0,0,0.5,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 35 total commits (35.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has no README, no topics, and is no license. The project is 0.5 years old and currently active (last push 0 days ago)."
otaviof/pulp_trustify,https://github.com/otaviof/pulp_trustify,0,0,0,1,15,0,0,25925,0,0,Python,0,0,15.0,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 15 total commits (15.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 25925 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
kolegadev/depositback-agent-social-content-creator,https://github.com/kolegadev/depositback-agent-social-content-creator,0,0,0,2,327,0,1,1201,0,0,Python,9,0,163.5,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 327 total commits (163.5 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 1201 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
thedarkknightslg/oricon-rss-feed,https://github.com/thedarkknightslg/oricon-rss-feed,0,0,0,2,802,0,1,0,0,0,Python,106,0,401.0,0,0.3,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 802 total commits (401.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has no README, no topics, and is no license. The project is 0.3 years old and currently active (last push 0 days ago)."
nabilgr847/Doctor,https://github.com/nabilgr847/Doctor,0,0,0,1,10444,0,1,0,0,0,Python,20,0,10444.0,0,0.1,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 10444 total commits (10444.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has no README, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago)."
Akshay-1290/Python-learning,https://github.com/Akshay-1290/Python-learning,1,0,0,1,42,0,0,17,0,0,Python,15,0,42.0,1,0.0,active,"Repository in Python with almost no popularity (1 stars, 0 forks). Maintained by a single contributor, 42 total commits (42.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 17 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
SamuelGuaimaB/Ingenieros-Paralelos,https://github.com/SamuelGuaimaB/Ingenieros-Paralelos,1,1,0,2,52,0,0,9967,0,0,Python,24,0,26.0,1,0.1,active,"Repository in Python with almost no popularity (1 stars, 1 forks). Maintained by a small team of 2 contributors, 52 total commits (26.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 9967 characters, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago)."
ELISSABELAR/lotosoft,https://github.com/ELISSABELAR/lotosoft,0,0,0,2,134,0,1,357,0,0,Python,13,0,67.0,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 134 total commits (67.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 357 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
ph09/CAT2_smk,https://github.com/ph09/CAT2_smk,0,0,0,1,13,0,0,709,0,0,Python,1,0,13.0,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 13 total commits (13.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 709 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
Hzenius/auto-watcher,https://github.com/Hzenius/auto-watcher,0,0,0,2,18595,0,1,76,0,0,Python,24,0,9297.5,1,0.1,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 18595 total commits (9297.5 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 76 characters, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago)."
TomJoad81/sleep-tracker,https://github.com/TomJoad81/sleep-tracker,0,0,0,2,391,0,1,0,0,0,Python,15,0,195.5,0,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 391 total commits (195.5 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has no README, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
pimerrider/binance-volume-scanner,https://github.com/pimerrider/binance-volume-scanner,0,0,0,1,15,0,0,49,0,0,Python,0,0,15.0,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 15 total commits (15.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 49 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
projects5069-creator/ridinghigh-pro,https://github.com/projects5069-creator/ridinghigh-pro,0,0,0,2,558,0,1,1495,0,0,Python,40,0,279.0,1,0.1,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 558 total commits (279.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 1495 characters, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago)."
johnjhusband/OpenHarness,https://github.com/johnjhusband/OpenHarness,0,0,0,1,2291,0,0,2127,0,0,Python,1,0,2291.0,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 2291 total commits (2291.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 2127 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
DreamCo-Technologies/Dreamcobots,https://github.com/DreamCo-Technologies/Dreamcobots,2,0,70,5,27764,0,1,2372,0,1,Python,342,0,5552.8,1,0.9,active,"Repository in Python with almost no popularity (2 stars, 0 forks). Maintained by a small team of 5 contributors, 27764 total commits (5552.8 per contributor). 0 releases, 70 open issues. It has CI/CD workflows, has a README of 2372 characters, no topics, and is licensed. The project is 0.9 years old and currently active (last push 0 days ago)."
StefanMcLoughlin/fastapi-course-project,https://github.com/StefanMcLoughlin/fastapi-course-project,0,0,0,1,8,0,0,0,0,0,Python,0,0,8.0,0,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 8 total commits (8.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has no README, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
Lolotun/bicycle-stabilization,https://github.com/Lolotun/bicycle-stabilization,0,0,0,1,3,0,0,4120,0,0,Python,0,0,3.0,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 3 total commits (3.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 4120 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
Sirveme/electro,https://github.com/Sirveme/electro,0,0,0,1,188,0,0,9,0,0,Python,11,0,188.0,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 188 total commits (188.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 9 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
ohgnakrap9290/PGCHECK,https://github.com/ohgnakrap9290/PGCHECK,0,0,0,1,110,0,1,5928,0,0,Python,11,0,110.0,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 110 total commits (110.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 5928 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
yieldchaser/Nat-Gas-ETFs,https://github.com/yieldchaser/Nat-Gas-ETFs,0,0,1,3,1164,0,1,46769,0,0,Python,74,0,388.0,1,0.2,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 3 contributors, 1164 total commits (388.0 per contributor). 0 releases, 1 open issues. It has CI/CD workflows, has a README of 46769 characters, no topics, and is no license. The project is 0.2 years old and currently active (last push 0 days ago)."
